Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Is_Partnered,Education_Level,Tenure_days,Age,TotalMntSpent,Age_group,Is_Partnered_num,Cluster
1969,Graduation,Married,65747.0,0,1,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,Partnered,Bachelors,114,45,460,Senior Adult (>45),1,2
1972,2n Cycle,Together,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,Partnered,Postgraduate,562,42,429,Adult (30-45),1,2
1988,Graduation,Alone,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,48,26,89,Young Adult (<30),0,1
1952,PhD,Together,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,Partnered,Postgraduate,628,62,1021,Senior Adult (>45),1,2
1949,Graduation,Together,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,Partnered,Bachelors,495,65,1381,Senior Adult (>45),1,3
1958,Graduation,Single,49967.0,0,1,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,356,56,306,Senior Adult (>45),0,2
1978,Graduation,Single,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,NotPartnered,Bachelors,290,36,18,Adult (30-45),0,0
1977,Graduation,Together,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,Partnered,Bachelors,255,37,162,Adult (30-45),1,2
1955,Graduation,Single,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,313,59,1231,Senior Adult (>45),0,3
1958,Master,Single,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,363,56,13,Senior Adult (>45),0,0
1945,PhD,Married,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,Partnered,Postgraduate,601,69,1706,Senior Adult (>45),1,3
1984,Graduation,Married,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,175,30,121,Adult (30-45),1,1
1975,PhD,Divorced,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,NotPartnered,Postgraduate,424,39,1293,Adult (30-45),0,3
1973,PhD,Married,157243.0,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,Partnered,Postgraduate,120,41,1608,Adult (30-45),1,3
1966,Graduation,Together,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,228,48,88,Senior Adult (>45),1,0
1953,Graduation,Divorced,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,NotPartnered,Bachelors,223,61,421,Senior Adult (>45),0,2
1959,Graduation,Divorced,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,NotPartnered,Bachelors,305,55,259,Senior Adult (>45),0,2
1988,Graduation,Single,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,239,26,1117,Young Adult (<30),0,3
1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,Partnered,Bachelors,124,57,89,Senior Adult (>45),1,0
1965,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,69,49,36,Senior Adult (>45),1,0
1982,Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,351,32,57,Adult (30-45),1,1
1970,Graduation,Married,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,69,44,148,Adult (30-45),1,1
1959,PhD,Together,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,150,55,93,Senior Adult (>45),1,0
1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,NotPartnered,Bachelors,86,47,119,Senior Adult (>45),0,2
1975,PhD,Married,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,Partnered,Postgraduate,655,39,1835,Adult (30-45),1,3
1948,PhD,Married,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,Partnered,Postgraduate,560,66,1318,Senior Adult (>45),1,3
1970,PhD,Married,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,37,44,45,Adult (30-45),1,0
1959,Graduation,Together,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,Partnered,Bachelors,5,55,10,Senior Adult (>45),1,0
1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,Partnered,Postgraduate,210,63,978,Senior Adult (>45),1,3
1976,PhD,Married,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,49,38,191,Adult (30-45),1,2
1988,2n Cycle,Married,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,50,26,57,Young Adult (<30),1,1
1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,Partnered,Postgraduate,274,68,1033,Senior Adult (>45),1,3
1984,Master,Married,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,158,30,66,Adult (30-45),1,1
1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,Partnered,Low_Level,14,53,43,Senior Adult (>45),1,1
1983,Graduation,Married,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,Partnered,Bachelors,571,31,50,Adult (30-45),1,1
1970,PhD,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,113,44,39,Adult (30-45),0,2
1966,Graduation,Married,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,Partnered,Bachelors,331,48,608,Senior Adult (>45),1,2
1976,Graduation,Married,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,Partnered,Bachelors,467,38,1581,Adult (30-45),1,3
1964,PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,491,50,68,Senior Adult (>45),1,0
1978,Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,Partnered,Low_Level,658,36,80,Adult (30-45),1,1
1989,PhD,Together,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,Partnered,Postgraduate,408,25,1282,Young Adult (<30),1,3
1988,Graduation,Married,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,395,26,91,Young Adult (<30),1,1
1973,Graduation,Married,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,Partnered,Bachelors,496,41,315,Adult (30-45),1,0
1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,182,37,31,Adult (30-45),1,0
1980,Master,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,Partnered,Postgraduate,47,34,834,Adult (30-45),1,3
1954,Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,Partnered,Bachelors,283,60,1600,Senior Adult (>45),1,3
1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,Partnered,Bachelors,528,60,1270,Senior Adult (>45),1,3
1973,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,NotPartnered,Postgraduate,90,41,263,Adult (30-45),0,0
1952,Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,NotPartnered,Bachelors,0,62,535,Senior Adult (>45),0,2
1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,202,46,1295,Senior Adult (>45),0,3
1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,258,36,1150,Adult (30-45),0,2
1977,PhD,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,Partnered,Postgraduate,604,37,1240,Adult (30-45),1,3
1965,PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,347,49,38,Senior Adult (>45),0,0
1984,Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,NotPartnered,Postgraduate,596,30,35,Adult (30-45),0,1
1988,Graduation,Together,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,Partnered,Bachelors,203,26,53,Young Adult (<30),1,1
1963,Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,412,51,293,Senior Adult (>45),0,0
1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,21,48,65,Senior Adult (>45),1,2
1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,NotPartnered,Bachelors,657,60,1804,Senior Adult (>45),0,2
1956,Graduation,Together,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,Partnered,Bachelors,455,58,241,Senior Adult (>45),1,2
1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,Partnered,Bachelors,103,60,1101,Senior Adult (>45),1,3
1968,PhD,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,Partnered,Postgraduate,632,46,264,Senior Adult (>45),1,0
1974,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,Partnered,Postgraduate,524,40,541,Adult (30-45),1,0
1985,Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,Partnered,Bachelors,421,29,1198,Young Adult (<30),1,3
1977,Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,Partnered,Bachelors,89,37,482,Adult (30-45),1,1
1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,48,36,17,Adult (30-45),0,0
1948,Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,Partnered,Postgraduate,226,66,1615,Senior Adult (>45),1,3
1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,302,60,285,Senior Adult (>45),0,2
1980,Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,Partnered,Bachelors,592,34,1135,Adult (30-45),1,3
1988,2n Cycle,Together,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,Partnered,Postgraduate,79,26,114,Young Adult (<30),1,1
1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,Partnered,Bachelors,227,45,1047,Senior Adult (>45),1,3
1970,PhD,Together,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,Partnered,Postgraduate,76,44,714,Adult (30-45),1,2
1980,PhD,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,Partnered,Postgraduate,540,34,185,Adult (30-45),1,1
1962,Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,659,52,1245,Senior Adult (>45),0,2
1978,Graduation,Together,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,460,36,189,Adult (30-45),1,1
1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,612,38,576,Adult (30-45),1,2
1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,NotPartnered,Bachelors,567,62,1103,Senior Adult (>45),0,2
1972,PhD,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,Partnered,Postgraduate,690,42,1753,Adult (30-45),1,3
1986,PhD,Together,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Postgraduate,133,28,17,Young Adult (<30),1,1
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,NotPartnered,Bachelors,466,48,433,Senior Adult (>45),0,0
1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,NotPartnered,Postgraduate,540,52,1588,Senior Adult (>45),0,3
1971,Graduation,Together,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,410,43,22,Adult (30-45),1,1
1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,NotPartnered,Bachelors,74,63,19,Senior Adult (>45),0,1
1965,PhD,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,Partnered,Postgraduate,463,49,1117,Senior Adult (>45),1,2
1975,2n Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,Partnered,Postgraduate,202,39,69,Adult (30-45),1,1
1982,Master,Together,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,207,32,23,Adult (30-45),1,1
1958,PhD,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,NotPartnered,Postgraduate,268,56,605,Senior Adult (>45),0,2
1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,185,41,57,Adult (30-45),0,1
1968,Graduation,Widow,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,NotPartnered,Bachelors,244,46,2088,Senior Adult (>45),0,3
1958,Graduation,Together,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,Partnered,Bachelors,553,56,1009,Senior Adult (>45),1,2
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,333,43,26,Adult (30-45),0,1
1990,Graduation,Married,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,Partnered,Bachelors,213,24,1627,Young Adult (<30),1,3
1958,Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,Partnered,Bachelors,681,56,1102,Senior Adult (>45),1,2
1964,PhD,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,24,50,17,Senior Adult (>45),1,0
1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,Partnered,Bachelors,405,42,1690,Adult (30-45),1,3
1953,Graduation,Married,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,Partnered,Bachelors,536,61,1390,Senior Adult (>45),1,2
1988,PhD,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,Partnered,Postgraduate,667,26,2126,Young Adult (<30),1,3
1969,Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,Partnered,Postgraduate,608,45,1531,Senior Adult (>45),1,2
1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,286,39,64,Adult (30-45),0,1
1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,245,29,26,Young Adult (<30),0,1
1974,Graduation,Divorced,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,NotPartnered,Bachelors,450,40,1112,Adult (30-45),0,3
1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,Partnered,Postgraduate,645,56,210,Senior Adult (>45),1,1
1967,Graduation,Together,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,Partnered,Bachelors,669,47,1148,Senior Adult (>45),1,2
1974,PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,624,40,33,Adult (30-45),0,1
1961,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,Partnered,Postgraduate,621,53,1101,Senior Adult (>45),1,2
1964,Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,NotPartnered,Bachelors,615,50,322,Senior Adult (>45),0,2
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,390,50,44,Senior Adult (>45),0,0
1957,PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,203,57,17,Senior Adult (>45),0,0
1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,NotPartnered,Bachelors,627,35,31,Adult (30-45),0,1
1968,PhD,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,403,46,845,Senior Adult (>45),0,2
1970,Master,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,Partnered,Postgraduate,12,44,275,Adult (30-45),1,1
1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,Partnered,Postgraduate,583,36,25,Adult (30-45),1,1
1952,Master,Together,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,Partnered,Postgraduate,511,62,275,Senior Adult (>45),1,0
1966,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,472,48,90,Senior Adult (>45),1,0
1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,Partnered,Bachelors,3,51,1495,Senior Adult (>45),1,3
1970,PhD,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,Partnered,Postgraduate,622,44,184,Adult (30-45),1,0
1970,Graduation,Married,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,Partnered,Bachelors,375,44,981,Adult (30-45),1,3
1970,Graduation,Together,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,Partnered,Bachelors,268,44,67,Adult (30-45),1,1
1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,NotPartnered,Bachelors,645,61,1635,Senior Adult (>45),0,3
1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,NotPartnered,Postgraduate,101,31,60,Adult (30-45),0,1
1975,PhD,Together,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,145,39,231,Adult (30-45),1,2
1960,Graduation,Married,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,84,54,48,Senior Adult (>45),1,0
1963,Graduation,Divorced,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,508,51,99,Senior Adult (>45),0,0
1963,PhD,Together,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,Partnered,Postgraduate,286,51,770,Senior Adult (>45),1,2
1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,NotPartnered,Bachelors,528,58,957,Senior Adult (>45),0,3
1981,Master,Together,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,Partnered,Postgraduate,60,33,818,Adult (30-45),1,3
1986,PhD,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,NotPartnered,Postgraduate,453,28,925,Young Adult (<30),0,3
1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,434,46,908,Senior Adult (>45),0,2
1981,Basic,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,Partnered,Low_Level,503,33,102,Adult (30-45),1,1
1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,612,38,576,Adult (30-45),1,2
1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,Partnered,Bachelors,667,68,317,Senior Adult (>45),1,2
1974,PhD,Together,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,Partnered,Postgraduate,120,40,461,Adult (30-45),1,2
1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,73,39,37,Adult (30-45),1,0
1974,Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,Partnered,Bachelors,352,40,70,Adult (30-45),1,1
1952,Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,Partnered,Bachelors,516,62,930,Senior Adult (>45),1,3
1956,Master,Together,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,Partnered,Postgraduate,537,58,859,Senior Adult (>45),1,0
1966,Graduation,Widow,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,NotPartnered,Bachelors,48,48,1478,Senior Adult (>45),0,3
1949,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,381,65,390,Senior Adult (>45),0,2
1984,2n Cycle,Together,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,Partnered,Postgraduate,360,30,52,Adult (30-45),1,1
1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,184,45,137,Senior Adult (>45),1,1
1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,Partnered,Bachelors,606,34,1919,Adult (30-45),1,3
1971,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,Partnered,Bachelors,165,43,68,Adult (30-45),1,1
1965,Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,474,49,25,Senior Adult (>45),1,0
